"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"INDUS NET TECHNOLOGIES LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.1711644
"SWARA BABY PRODUCTS PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.2
"BIRLA CORPORATION LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Conservation of natural resources",0.002
"SPS STEELS ROLLING MILLS LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.0620836
"HALDIA PETROCHEMICALS LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.105
"NUVOCO VISTAS CORPORATION LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Conservation of natural resources",0.01831
"GANESH CONSUMER PRODUCTS LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.015
"GANESH CONSUMER PRODUCTS LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.11
"CONCENTRIX TECHNOLOGIES (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.042
"POSITIVEVIEW IMPEX PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.0021
"TM INTERNATIONAL LOGISTICS LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.0046
"TM INTERNATIONAL LOGISTICS LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.0488
"ADVY CHEMICAL PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.0174947
"EASTERN NAVIGATION PVT LTD","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.02
"DELOITTE SUPPORT SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.0528
"KRISHI RASAYAN EXPORTS PVT.LTD.","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.06
"KRISHI RASAYAN EXPORTS PVT.LTD.","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.03
"EVEREADY INDUSTRIES INDIA LTD","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.122
"MAAN STEEL & POWER LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Conservation of natural resources",0.0066
"TEGA INDUSTRIES LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.06
"PAHARPUR 3P PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.02
"AGRAWAL CHANNEL MILLS PVT. LTD","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.01
"LUX INDUSTRIES LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.7931
"LUX INDUSTRIES LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.07
"LUX INDUSTRIES LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.5
"SHYAM STEEL MANUFACTURING LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.5645751
"SHYAM STEEL MANUFACTURING LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.29
"MILLENNIUM STOCK BROKING PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.025
"MILLENNIUM STOCK BROKING PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Animal welfare",0.00168
"PSPL STEEL PROCESSORS PRIVATE LIMITED","FY 2023-24",Non-PSU,"West Bengal","Environment, Animal Welfare, Conservation Of Resources","Environmental sustainability",0.017461918
