"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"VIDEOJET TECHNOLOGIES (I) PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.2
"FRANKE FABER INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2852248
"IEC FABCHEM LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05146
"SHYAM STEEL MANUFACTURING LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.6774086
"SHYAM STEEL MANUFACTURING LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"TECHNOPLAST PACKAGING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0126
"BCH ELECTRIC LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"BCH ELECTRIC LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2895118
"BCH ELECTRIC LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2001
"CLEARWATER ANALYTICS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0051868
"CLEARWATER ANALYTICS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.018038
"R S TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0251
"EMSON GEARS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.107
"MATA ROOP RANI MAGGO HOSPITAL AND IVF CENTRE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.150800319
"JEENA SIKHO LIFECARE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"MEDICAMEN BIOTECH LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.27
"GANGA FASHIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0036
"VAL ORGANICS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.249
"PLUTO SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2472086
"OSHO FORGE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0805
"JAK GROUP PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.01625
"JAK GROUP PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.05
"NISSIN ABC LOGISTICS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"NISSIN ABC LOGISTICS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"GOYAL MG GASES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.05
"GOYAL MG GASES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.05
"STAR GLOBAL MULTI VENTURES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.055
"SRS PHARMACEUTICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.119968
"MAGNON INTERACTIVE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.18
"BNK SECURITIES PVT.LTD.","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.008
"NPT PAPERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.05
"DNNS SMART TRADING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.25
"TCM SPORTS MANAGEMENT PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.10088
"BAHAR INFOCONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"INCKAH INFRASTRUCTURE TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1184
"SUN PHARMA LABORATORIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.5
"SUN PHARMA LABORATORIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.04
"SHYAMA POWER INDIA LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.175
"STERLING TOOLS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.4896
"STERLING TOOLS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"STERLING TOOLS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.002
"STERLING TOOLS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"THEON PHARMACEUTICALS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.00612
"BABA AGRO FOOD LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"APM INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.035
"CAPRICON REALTY PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.15
"EXL SERVICE.COM(INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.5
"PRG INTERNATIONAL ELECTRICALS PRIVATE LIMITED.","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"AVANT GARDE CLEANROOM & ENGG. SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.010899
"ROOP RAM EDUCARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.2948954
"SINGHANIA & SONS PVT LTD","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"INDUS VALLEY PARTNERS (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1553709
"REALPRO REALTY SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"NDTV CONVERGENCE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2577602
"RODIC CONSULTANTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.09
"RODIC CONSULTANTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.35
"SNB ENTERPRISES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0351
"SNB ENTERPRISES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"SNB ENTERPRISES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.45
"SUGAM PARIVAHAN PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1
"SUGAM PARIVAHAN PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0024
"SUGAM PARIVAHAN PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.005
"KISAAN DIE TECH PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.073578724
"KISAAN DIE TECH PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.035
"AL AMMAR FROZEN FOODS EXPORTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"AL AMMAR FROZEN FOODS EXPORTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.5084
"AIR LIQUIDE NORTH INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.5626
"CMS INFO SYSTEMS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.11
"GOLDMAN INFRA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.04
"POLYLACE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"POLYLACE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.063
"POLYLACE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.04
"GEMSONS PRECISION ENGINEERING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.015
"PURESOFTWARE TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"TATA SIA AIRLINES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0090634
"RMG POLYVINYL INDIA LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1753185
"ARIHANT TECHNO PACK PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0075
"ARIHANT TECHNO PACK PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"SMC INSURANCE BROKERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0245496
"MONEYWISE FINANCIAL SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.00315
"HISAR METAL INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"AIREF ENGINEERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.001
"RIOT LABZ PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"ARTHA INFRATECH PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.22
"ARTHA INFRATECH PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"EMERGING SECURITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0075
"EMERGING SECURITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.005
"EMERGING SECURITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"PRAYAG POLYMERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0783579
"OMEGA MARKETING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.3
"HFCL LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3
"HFCL LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"HDB FINANCIAL SERVICES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0936878
"HDB FINANCIAL SERVICES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2977721
"HDB FINANCIAL SERVICES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3604672
"PNB HOUSING FINANCE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2870501
"SURYA HERBAL LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"ELCA COSMETICS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.065
"DELHI INTERNATIONAL AIRPORT LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.55
"DELHI INTERNATIONAL AIRPORT LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.12
"BHARAT RASAYAN LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",1
"STERLING AGRO INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0623
"STERLING AGRO INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0
"INFOMERICS VALUATION AND RATING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"B R AGROTECH LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.65
"VARDHMAN PROPERTIES LTD","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.718012
"PNB GILTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.4185314
"ADITYA BIRLA FINANCE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.7
"SUPPLE RUBBER CHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02
"SUPPLE RUBBER CHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02
"SUPPLE RUBBER CHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.01
"SUPPLE RUBBER CHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"GPA FOODS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.082
"GPA CAPITAL FOODS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0835
"NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.3315069
"NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.0003
"NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0009279
"NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0021971
"NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.00336
"NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.02
"SHRENIK PROPERTIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1081759
"SANE RETAILS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0323705
"EYE 7 HOSPITALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.004014557
"UTI ASSET MANAGEMENT COMPANY LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"DLF CYBER CITY DEVELOPERS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0325
"DLF CYBER CITY DEVELOPERS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0906694
"DLF CYBER CITY DEVELOPERS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1937494
"DLF CYBER CITY DEVELOPERS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0265032
"TCCI MANUFACTURING (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3345
"MDCWL LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3161
"RICHA GLOBAL EXPORTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.01
"RICHA GLOBAL EXPORTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"RIVIERA HOME FURNISHINGS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"BAJAJ ELECTRICALS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1105575
"DLF INFO CITY DEVELOPERS (CHANDIGARH) LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.075212437
"INTERTEK INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.0099
"OM TRANS LOGISTICS LIMITED.","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.11
"DHANUKA AGRITECH LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",1.7927
"HDFC BANK LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.112231
"IVC LOGISTICS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.11152
